doc,word,cluster
49,4795,1
49,4796,3
49,4798,2
49,4799,3
49,4801,3
49,4804,3
49,4805,32
49,4806,1
49,4807,3
49,4809,1
49,4811,2
49,4815,3
49,4822,6
49,4823,1
49,4824,9
49,4828,1
49,4829,2
49,4833,3
49,4836,2
49,4837,1
49,4839,1
49,4841,1
49,4842,16
49,4843,4
49,4844,36
49,4847,65
49,4850,9
49,4852,1
49,4853,18
49,4856,1
49,4857,2
49,4861,1
49,4863,2
49,4864,1
49,4868,1
49,4869,1
49,4871,5
49,4873,2
49,4874,3
49,4875,1
49,4878,178
49,4879,8
49,4881,3
49,4883,5
49,4884,3
49,4885,15
49,4887,1
49,4888,1
49,4889,2
49,4892,7
49,4893,3
49,4894,4
49,4899,5
49,4900,3
49,4901,7
49,4905,9
49,4907,2
49,4911,2
49,4914,8
49,4915,5
49,4916,5
49,4917,4
49,4919,3
49,4921,1
49,4922,2
49,4923,5
49,4924,49
49,4925,3
49,4926,11
49,4929,4
49,4930,9
49,4932,103
49,4933,32
49,4934,7
49,4935,10
49,4936,53
49,4941,10
49,4942,6
49,4943,17
49,4944,1
49,4945,5
49,4946,1
49,4948,7
49,4950,1
49,4951,13
49,4954,4
49,4955,4
49,4956,10
49,4957,4
49,4959,7
49,4960,11
49,4961,1
49,4963,4
49,4964,2
49,4965,9
49,4966,55
49,4967,135
49,4968,90
49,4971,26
49,4972,6
49,4973,15
49,4974,9
49,4975,11
49,4977,1
49,4978,17
49,4980,2
49,4981,1
49,4983,11
49,4984,17
49,4988,2
49,4989,1
49,4990,8
49,4992,2
49,4994,1
49,4996,4
49,4997,1
49,5001,28
49,5003,3
49,5005,6
49,5006,4
49,5009,1
49,5010,1
49,5011,4
49,5014,2
49,5016,3
49,5018,1
49,5019,1
49,5020,1
49,5033,4
49,5034,3
49,5035,3
49,5036,3
49,5037,3
49,5039,3
49,5041,2
49,5042,2
49,5046,1
49,5050,3
49,5061,2
49,5063,2
49,5069,2
49,5072,1
49,5074,1
49,5075,2
49,5076,1
49,5079,2
49,5080,1
49,5083,2
49,5086,2
49,5093,1
49,5095,34
49,5098,6
49,5104,3
49,5108,6
49,5111,3
49,5112,2
49,5113,4
49,5115,1
49,5116,4
49,5118,1
49,5121,1
49,5123,10
49,5127,6
49,5128,1
49,5129,1
49,5130,3
49,5139,9
49,5142,1
49,5144,1
49,5145,3
49,5148,18
49,5151,1
49,5153,4
49,5155,1
49,5158,1
49,5161,1
49,5163,1
49,5164,15
49,5167,4
49,5168,1
49,5170,2
49,5171,1
49,5175,4
49,5177,1
49,5180,1
49,5181,77
49,5184,3
49,5186,1
49,5188,39
49,5190,1
49,5191,3
49,5195,3
49,5197,3
49,5200,1
49,5201,5
49,5202,6
49,5203,3
49,5209,5
49,5210,5
49,5213,4
49,5214,5
49,5219,2
49,5221,1
49,5223,6
49,5225,2
49,5229,61
49,5230,3
49,5232,4
49,5233,2
49,5238,4
49,5239,1
49,5240,1
49,5241,15
49,5244,1
49,5245,1
49,5247,4
49,5250,5
49,5251,1
49,5252,18
49,5254,2
49,5255,2
49,5256,5
49,5259,3
49,5264,1
49,5266,11
49,5269,3
49,5271,2
49,5272,8
49,5273,11
49,5275,1
49,5278,95
49,5279,1
49,5280,2
49,5281,1
49,5282,1
49,5283,12
49,5285,9
49,5288,1
49,5289,1
49,5290,1
49,5291,20
49,5293,2
49,5294,3
49,5295,46
49,5296,5
49,5297,9
49,5298,5
49,5300,4
49,5301,2
49,5302,3
49,5304,1
49,5305,2
49,5306,1
49,5307,2
49,5308,5
49,5310,13
49,5313,41
49,5314,9
49,5318,1
49,5319,20
49,5320,20
49,5322,4
49,5323,7
49,5325,1
49,5328,1
49,5331,1
49,5332,7
49,5336,21
49,5338,1
49,5339,7
49,5340,16
49,5341,2
49,5342,23
49,5343,12
49,5344,1
49,5345,3
49,5346,20
49,5347,26
49,5349,23
49,5351,14
49,5352,2
49,5353,2
49,5354,11
49,5355,1
49,5357,8
49,5360,7
49,5361,5
49,5362,1
49,5365,12
49,5366,3
49,5371,1
49,5373,131
49,5374,11
49,5375,166
49,5376,14
49,5377,22
49,5379,1
49,5380,2
49,5382,4
49,5383,6
49,5385,38
49,5386,2
49,5387,2
49,5389,27
49,5394,1
49,5397,2
49,5405,2
49,5406,5
49,5411,3
49,5422,1
49,5426,3
49,5430,3
49,5458,1
49,5460,2
49,5462,1
49,5464,1
49,5477,1
49,5478,1
49,5481,1
49,5493,1
49,5494,3
49,5496,2
49,5499,1
49,5501,1
49,5515,3
49,5516,1
49,5520,2
49,5526,2
49,5534,7
49,5537,5
49,5543,55
49,5544,2
49,5547,1
49,5548,1
49,5554,1
49,5556,2
49,5563,1
49,5570,5
49,5576,2
49,5577,2
49,5580,1
49,5583,6
49,5584,2
49,5585,2
49,5590,1
49,5600,2
49,5602,1
49,5604,1
49,5610,3
49,5615,2
49,5616,3
49,5618,1
49,5620,17
49,5622,1
49,5628,2
49,5630,1
49,5632,6
49,5634,1
49,5635,2
49,5637,2
49,5638,11
49,5639,1
49,5643,8
49,5645,10
49,5647,6
49,5648,1
49,5649,1
49,5657,2
49,5661,1
49,5662,10
49,5663,6
49,5665,11
49,5666,3
49,5667,53
49,5668,3
49,5669,5
49,5670,1
49,5672,17
49,5674,5
49,5675,1
49,5677,3
49,5678,23
49,5679,10
49,5680,1
49,5686,55
49,5687,2
49,5688,1
49,5689,22
49,5691,66
49,5692,12
49,5693,3
49,5695,5
49,5697,3
49,5699,68
49,5700,50
49,5701,2
49,5702,1
49,5703,12
49,5704,13
49,5706,1
49,5707,15
49,5710,4
49,5711,5
49,5712,1
49,5713,3
49,5715,85
49,5716,62
49,5717,7
49,5718,1
49,5719,2
49,5720,10
49,5722,3
49,5726,4
49,5728,19
49,5732,1
49,5736,2
49,5737,1
49,5738,15
49,5740,27
49,5741,12
49,5742,5
49,5743,1
49,5744,12
49,5745,2
49,5746,164
49,5747,42
49,5748,5
49,5752,12
49,5754,11
49,5755,1
49,5756,47
49,5757,11
49,5760,2
49,5763,41
49,5764,15
49,5765,2
49,5768,6
49,5770,13
49,5771,29
49,5772,8
49,5777,35
49,5778,1
49,5783,214
49,5785,1
49,5786,39
49,5787,124
49,5788,2
49,5789,3
49,5790,3
49,5791,9
49,5792,26
49,5793,4
49,5794,14
49,5796,7
49,5797,16
49,5798,33
49,5799,53
49,5800,2
49,5801,1
49,5802,2
49,5803,9
49,5807,4
49,5809,7
49,5815,1
49,5830,1
49,5831,1
50,226,2
50,230,1
50,237,1
50,278,2
50,289,2
50,292,2
50,295,5
50,298,1
50,311,1
50,313,1
50,317,2
50,318,2
50,319,1
50,323,1
50,562,2
50,565,1
50,566,6
50,568,4
50,581,1
50,593,14
50,596,4
50,615,1
50,621,2
50,624,1
50,631,1
50,633,1
50,643,2
50,667,2
50,668,1
50,671,3
50,692,12
50,708,2
50,712,2
50,726,1
50,978,1
50,981,1
50,1033,1
50,1043,2
50,1051,2
50,1065,1
50,1070,2
50,1078,1
50,1091,2
50,1103,1
50,1114,1
50,1127,3
50,1131,3
50,1143,1
50,1160,1
50,1161,1
50,1162,1
50,1165,1
50,1315,1
50,1397,1
50,1403,1
50,1442,1
50,1451,1
50,1646,1
50,1647,2
50,1658,1
50,1685,2
50,1696,1
50,1709,6
50,1720,2
50,1801,1
50,1984,2
50,1988,2
50,1994,2
50,2002,1
50,2032,2
50,2055,1
50,2094,2
50,2103,1
50,2106,1
50,2126,1
50,2145,2
50,2159,2
50,2166,1
50,2177,1
50,2224,1
50,2254,1
50,2418,1
50,2437,2
50,2443,1
50,2465,8
50,2469,1
50,2480,2
50,2484,2
50,2502,1
50,2544,1
50,2550,1
50,2553,1
50,2555,1
50,2556,1
50,2558,1
50,2559,1
50,2561,1
50,2564,5
50,2569,1
50,2572,1
50,2575,1
50,2576,1
50,2577,1
50,2578,1
50,2585,3
50,2587,1
50,2599,1
50,2743,1
50,2745,1
50,2747,1
50,2749,1
50,2754,1
50,2757,1
50,2760,1
50,2773,1
50,2775,1
50,2777,1
50,2779,1
50,2789,1
50,2791,1
50,2842,2
50,2843,1
50,2866,1
50,2867,1
50,2913,1
50,2927,1
50,2930,2
50,2932,1
50,2944,1
50,2945,5
50,2963,2
50,2965,2
50,2966,3
50,2975,1
50,2980,1
50,3212,1
50,3218,1
50,3241,2
50,3242,7
50,3243,3
50,3338,1
50,3434,1
50,3439,1
50,3448,1
50,3456,1
50,3636,1
50,3638,1
50,3720,2
50,3755,1
50,3758,2
50,3777,1
50,3778,1
50,3799,1
50,4009,3
50,4034,1
50,4051,1
50,4055,1
50,4075,3
50,4439,1
50,4502,1
50,4539,1
50,4558,2
50,4569,1
50,4607,1
50,4941,2
50,4956,1
50,4970,1
50,4975,2
50,4998,1
50,5251,1
50,5283,1
50,5298,9
50,5303,1
50,5354,2
50,5376,1
50,5383,1
50,5635,1
50,5638,2
50,5663,1
50,5681,1
50,5703,1
50,5727,1
50,5728,2
50,5741,1
50,5745,1
50,5760,2
50,5787,1
50,5804,1
51,30,3
51,33,1
51,215,1
51,292,2
51,294,1
51,298,1
51,311,1
51,313,1
51,317,2
51,326,1
51,349,1
51,505,1
51,562,1
51,568,2
51,569,1
51,599,2
51,619,1
51,643,2
51,651,1
51,667,1
51,671,3
51,708,2
51,710,1
51,736,1
51,743,1
51,754,1
51,758,1
51,931,1
51,1026,1
51,1029,1
51,1045,1
51,1061,2
51,1080,1
51,1093,1
51,1113,1
51,1116,1
51,1129,1
51,1226,1
51,1316,2
51,1335,1
51,1416,1
51,1570,1
51,1647,2
51,1678,2
51,1686,1
51,1757,1
51,1766,2
51,1903,1
51,2032,1
51,2149,10
51,2177,4
51,2180,1
51,2182,1
51,2202,1
51,2228,1
51,2267,1
51,2418,1
51,2438,1
51,2439,1
51,2442,1
51,2480,1
51,2482,1
51,2496,1
51,2564,2
51,2567,1
51,2585,2
51,2587,1
51,2615,1
51,2658,1
51,2660,1
51,2807,1
51,2840,1
51,2889,1
51,2913,3
51,2927,1
51,2944,1
51,2951,1
51,2959,2
51,2964,1
51,2966,1
51,3174,1
51,3231,1
51,3241,3
51,3242,1
51,3243,3
51,3312,1
51,3364,1
51,3395,1
51,3396,1
51,3414,1
51,3670,1
51,3671,1
51,3698,1
51,3715,1
51,3716,1
51,3741,1
51,3755,3
51,3793,1
51,3796,1
51,3855,1
51,3861,1
51,4043,1
51,4051,2
51,4140,1
51,4421,1
51,4439,1
51,4479,1
51,4614,1
51,4621,1
51,4626,1
51,4824,1
51,4932,1
51,4977,1
51,5026,4
51,5241,1
51,5278,1
51,5340,12
51,5354,2
51,5380,2
51,5471,1
51,5635,4
51,5662,1
51,5680,1
51,5681,2
51,5703,3
51,5743,1
51,5752,1
51,5764,1
51,5775,1
51,5803,1
52,242,1
52,265,2
52,270,1
52,280,2
52,292,2
52,297,1
52,298,1
52,311,1
52,313,1
52,317,2
52,335,1
52,539,1
52,543,1
52,568,19
52,571,1
52,584,1
52,587,1
52,590,1
52,601,3
52,603,1
52,621,8
52,643,2
52,671,3
52,677,3
52,685,1
52,708,2
52,726,2
52,739,4
52,778,1
52,892,1
52,950,1
52,1007,1
52,1032,2
52,1051,1
52,1070,1
52,1120,1
52,1135,1
52,1149,1
52,1161,1
52,1347,7
52,1374,5
52,1381,1
52,1424,1
52,1446,1
52,1468,1
52,1629,1
52,1647,2
52,1660,1
52,1678,1
52,1709,8
52,1714,1
52,1727,1
52,1729,6
52,1738,4
52,1766,2
52,1818,1
52,1984,2
52,1994,2
52,2035,1
52,2057,1
52,2119,1
52,2146,1
52,2159,1
52,2224,1
52,2229,3
52,2238,1
52,2418,1
52,2436,1
52,2443,3
52,2463,1
52,2464,2
52,2471,1
52,2489,1
52,2496,1
52,2503,1
52,2561,1
52,2577,1
52,2585,2
52,2674,8
52,2743,1
52,2823,1
52,2842,1
52,2949,1
52,2961,1
52,2963,1
52,2966,1
52,3104,2
52,3179,1
52,3216,1
52,3217,2
52,3246,1
52,3281,1
52,3313,2
52,3335,4
52,3365,1
52,3393,2
52,3415,1
52,3420,3
52,3553,1
52,3565,1
52,3586,2
52,3609,2
52,3670,1
52,3741,2
52,3796,1
52,3941,2
52,3974,1
52,3998,1
52,4009,1
52,4051,3
52,4055,2
52,4069,3
52,4075,2
52,4371,1
52,4377,1
52,4396,1
52,4480,1
52,4510,1
52,4546,1
52,4556,1
52,4607,1
52,4814,1
52,4885,1
52,4946,1
52,4956,1
52,4994,1
52,5095,1
52,5250,1
52,5251,1
52,5262,1
52,5278,1
52,5285,2
52,5288,2
52,5291,2
52,5296,1
52,5330,1
52,5336,2
52,5340,1
52,5377,1
52,5380,1
52,5386,1
52,5389,1
52,5409,1
52,5516,1
52,5635,2
52,5643,1
52,5662,1
52,5703,1
52,5704,2
52,5720,1
52,5724,3
52,5728,1
52,5735,3
52,5752,1
52,5758,1
52,5760,1
52,5782,1
52,5791,1
52,5794,1
53,34,2
53,200,1
53,212,1
53,225,1
53,277,4
53,296,1
53,544,2
53,546,1
53,551,11
53,568,14
53,573,1
53,580,1
53,591,8
53,594,2
53,597,1
53,611,2
53,612,1
53,614,1
53,615,1
53,616,1
53,624,1
53,625,3
53,637,1
53,641,2
53,643,2
53,647,4
53,661,1
53,666,1
53,670,2
53,671,2
53,673,14
53,687,2
53,708,2
53,735,1
53,757,1
53,758,1
53,761,1
53,981,1
53,1022,1
53,1023,1
53,1026,1
53,1029,1
53,1030,1
53,1047,1
53,1078,1
53,1109,1
53,1129,1
53,1144,1
53,1148,1
53,1161,1
53,1165,1
53,1168,2
53,1169,3
53,1312,2
53,1313,1
53,1353,2
53,1366,2
53,1399,1
53,1408,1
53,1410,1
53,1424,1
53,1425,10
53,1433,11
53,1435,1
53,1466,3
53,1480,1
53,1483,1
53,1484,6
53,1628,1
53,1642,1
53,1660,2
53,1677,1
53,1679,1
53,1685,1
53,1727,1
53,1749,1
53,1759,1
53,1771,1
53,1773,3
53,1779,1
53,1798,1
53,1972,1
53,1978,1
53,1980,1
53,1982,2
53,1986,1
53,1987,9
53,1997,2
53,1998,1
53,1999,1
53,2000,1
53,2018,2
53,2021,1
53,2024,5
53,2036,2
53,2038,1
53,2042,1
53,2045,28
53,2049,1
53,2055,1
53,2060,1
53,2065,1
53,2067,1
53,2068,1
53,2074,2
53,2076,1
53,2077,1
53,2097,1
53,2100,1
53,2112,1
53,2115,2
53,2144,1
53,2146,2
53,2167,1
53,2169,1
53,2175,1
53,2180,1
53,2181,1
53,2196,4
53,2201,1
53,2205,1
53,2206,1
53,2208,1
53,2211,1
53,2212,1
53,2228,1
53,2229,2
53,2238,1
53,2248,8
53,2253,1
53,2254,3
53,2262,1
53,2272,2
53,2279,8
53,2383,1
53,2384,3
53,2385,1
53,2386,1
53,2387,1
53,2388,1
53,2394,5
53,2395,1
53,2396,1
53,2397,3
53,2398,1
53,2399,1
53,2402,3
53,2403,1
53,2407,5
53,2408,1
53,2412,1
53,2414,5
53,2416,1
53,2418,4
53,2420,2
53,2424,1
53,2429,1
53,2430,5
53,2432,1
53,2433,2
53,2441,1
53,2442,4
53,2448,1
53,2451,1
53,2452,1
53,2454,1
53,2456,1
53,2458,1
53,2460,1
53,2461,1
53,2471,1
53,2475,15
53,2479,12
53,2490,7
53,2493,4
53,2494,1
53,2496,1
53,2497,1
53,2500,1
53,2506,1
53,2507,1
53,2510,1
53,2516,2
53,2517,1
53,2523,1
53,2525,2
53,2526,1
53,2533,1
53,2547,1
53,2551,1
53,2554,1
53,2563,2
53,2566,1
53,2569,1
53,2573,2
53,2582,1
53,2584,3
53,2587,5
53,2603,1
53,2606,1
53,2722,1
53,2723,1
53,2724,2
53,2725,1
53,2726,1
53,2842,1
53,2846,2
53,2849,2
53,2850,1
53,2908,1
53,2927,1
53,2944,2
53,2966,1
53,2973,1
53,3211,5
53,3216,2
53,3217,1
53,3218,1
53,3243,1
53,3282,3
53,3311,1
53,3341,6
53,3372,3
53,3374,5
53,3396,1
53,3402,1
53,3416,6
53,3418,1
53,3438,1
53,3458,1
53,3634,2
53,3641,1
53,3670,1
53,3686,1
53,3695,3
53,3698,2
53,3740,1
53,3755,4
53,3757,1
53,3762,1
53,3768,3
53,3772,3
53,3787,1
53,3979,1
53,4049,2
53,4069,1
53,4125,5
53,4131,1
53,4139,1
53,4392,1
53,4421,1
53,4460,1
53,4513,2
53,4538,1
53,4564,1
53,4568,1
53,4577,4
53,4587,1
53,4591,4
53,4592,1
53,4601,1
53,4603,1
53,4612,2
53,4615,1
53,4823,1
53,4872,1
53,4899,1
53,4901,2
53,4905,2
53,4913,1
53,4920,1
53,4930,1
53,4932,1
53,4936,2
53,4941,1
53,4954,6
53,4974,2
53,4988,1
53,5181,6
53,5184,1
53,5226,1
53,5229,1
53,5251,1
53,5257,1
53,5286,1
53,5313,1
53,5320,10
53,5342,1
53,5343,2
53,5373,1
53,5376,1
53,5638,4
53,5663,9
53,5664,1
53,5665,1
53,5686,1
53,5700,2
53,5701,2
53,5706,1
53,5708,2
53,5716,1
53,5721,1
53,5728,1
53,5747,1
53,5752,1
53,5771,2
53,5775,1
53,5777,1
53,5782,2
53,5787,1
53,5796,2
53,5800,1
54,34,2
54,202,5
54,208,2
54,270,1
54,274,1
54,544,1
54,553,1
54,568,9
54,573,2
54,575,1
54,590,2
54,597,3
54,601,1
54,602,1
54,612,2
54,615,2
54,641,2
54,643,3
54,647,2
54,661,1
54,662,1
54,665,2
54,667,1
54,671,1
54,673,10
54,678,1
54,679,2
54,687,2
54,708,6
54,713,2
54,744,1
54,1009,1
54,1030,1
54,1046,1
54,1125,1
54,1137,2
54,1373,2
54,1374,2
54,1409,1
54,1468,4
54,1473,4
54,1483,1
54,1614,1
54,1618,1
54,1692,1
54,1718,1
54,1756,1
54,1764,2
54,1767,1
54,1990,1
54,1991,1
54,2028,1
54,2032,2
54,2108,2
54,2110,1
54,2146,2
54,2183,1
54,2224,1
54,2418,2
54,2420,5
54,2437,16
54,2438,1
54,2443,1
54,2504,1
54,2511,1
54,2565,2
54,2584,2
54,2595,1
54,2596,1
54,2603,1
54,2764,1
54,2767,1
54,2823,1
54,2842,2
54,2866,6
54,2944,2
54,2967,3
54,2978,1
54,3175,1
54,3326,1
54,3393,6
54,3456,1
54,3531,1
54,3605,1
54,3609,5
54,3667,1
54,3681,2
54,3682,2
54,3695,1
54,3698,1
54,3739,2
54,3741,1
54,3757,1
54,3782,3
54,3796,2
54,3902,1
54,3967,1
54,3994,1
54,4037,1
54,4072,2
54,4094,1
54,4100,1
54,4104,1
54,4380,2
54,4383,2
54,4400,1
54,4439,7
54,4464,1
54,4482,1
54,4512,1
54,4548,1
54,4583,1
54,4595,4
54,4612,1
54,4614,2
54,4715,1
54,4740,1
54,4756,1
54,4762,1
54,4765,1
54,4767,1
54,4770,1
54,4774,2
54,4779,1
54,4781,1
54,4783,23
54,4787,4
54,4793,3
54,4824,1
54,4847,5
54,4869,1
54,4923,1
54,4932,1
54,4936,3
54,4942,1
54,4948,3
54,4966,1
54,4967,1
54,4968,1
54,5001,1
54,5182,2
54,5209,1
54,5212,1
54,5229,6
54,5232,2
54,5272,1
54,5283,1
54,5314,1
54,5336,1
54,5360,1
54,5373,9
54,5375,1
54,5377,7
54,5637,1
54,5644,1
54,5672,1
54,5679,2
54,5686,2
54,5700,1
54,5701,3
54,5703,1
54,5710,2
54,5731,1
54,5744,1
54,5752,1
54,5772,2
54,5783,3
54,5784,4
54,5787,1
54,5798,6
54,5799,2
55,22,1
55,34,3
55,230,1
55,262,10
55,266,1
55,326,1
55,335,4
55,336,1
55,346,1
55,542,1
55,568,9
55,573,1
55,575,1
55,590,11
55,591,1
55,597,2
55,606,2
55,612,4
55,614,1
55,615,4
55,626,1
55,631,1
55,641,2
55,643,2
55,647,2
55,661,1
55,663,3
55,671,1
55,673,11
55,679,1
55,687,2
55,698,3
55,708,2
55,713,2
55,721,2
55,726,2
55,1007,1
55,1009,3
55,1021,1
55,1022,1
55,1023,2
55,1071,2
55,1114,1
55,1119,1
55,1137,2
55,1156,1
55,1165,7
55,1179,2
55,1295,3
55,1305,1
55,1353,3
55,1358,2
55,1371,1
55,1391,5
55,1456,1
55,1474,2
55,1477,1
55,1483,2
55,1484,5
55,1485,3
55,1487,1
55,1644,4
55,1660,2
55,1674,1
55,1679,1
55,1720,2
55,1738,1
55,1746,2
55,1764,1
55,1797,1
55,1978,1
55,2000,1
55,2037,1
55,2045,2
55,2074,3
55,2077,2
55,2104,1
55,2124,1
55,2161,1
55,2200,1
55,2201,2
55,2202,2
55,2215,1
55,2223,6
55,2224,14
55,2230,1
55,2238,2
55,2283,2
55,2403,25
55,2418,1
55,2420,1
55,2436,3
55,2438,4
55,2490,5
55,2565,2
55,2574,1
55,2587,1
55,2596,1
55,2601,5
55,2732,1
55,2751,1
55,2752,1
55,2753,7
55,2755,31
55,2756,1
55,2758,1
55,2759,1
55,2761,1
55,2763,2
55,2774,2
55,2776,6
55,2778,2
55,2780,1
55,2781,1
55,2782,1
55,2784,4
55,2785,1
55,2787,3
55,2798,1
55,2800,30
55,2802,1
55,2807,1
55,2809,2
55,2810,1
55,2811,1
55,2813,1
55,2819,1
55,2820,2
55,2823,2
55,2824,1
55,2826,1
55,2829,2
55,2831,1
55,2833,1
55,2835,1
55,2836,3
55,2837,1
55,2839,1
55,2849,2
55,2852,10
55,2858,2
55,2861,2
55,2869,26
55,2892,2
55,2911,1
55,2930,2
55,2963,6
55,2978,1
55,3212,1
55,3216,1
55,3239,1
55,3243,3
55,3278,6
55,3281,4
55,3340,1
55,3367,1
55,3373,17
55,3378,24
55,3379,3
55,3395,1
55,3402,1
55,3406,1
55,3415,1
55,3420,1
55,3437,1
55,3439,1
55,3447,1
55,3634,1
55,3669,1
55,3695,2
55,3699,13
55,3716,1
55,3717,2
55,3720,1
55,3731,1
55,3739,1
55,3757,1
55,3793,1
55,3796,1
55,3946,2
55,4006,3
55,4049,1
55,4055,1
55,4072,1
55,4094,2
55,4112,3
55,4121,1
55,4126,2
55,4138,1
55,4421,1
55,4457,3
55,4482,1
55,4503,1
55,4513,2
55,4538,1
55,4546,1
55,4556,1
55,4564,31
55,4587,2
55,4612,1
55,4615,1
55,4847,1
55,4885,2
55,4923,2
55,4935,1
55,4959,1
55,4968,3
55,4978,1
55,4981,1
55,4984,2
55,5001,1
55,5010,1
55,5188,5
55,5209,3
55,5241,1
55,5270,1
55,5278,1
55,5304,1
55,5313,2
55,5319,1
55,5323,1
55,5348,1
55,5349,1
55,5357,1
55,5365,1
55,5373,7
55,5375,4
55,5377,1
55,5637,11
55,5665,1
55,5678,1
55,5686,3
55,5689,1
55,5701,4
55,5703,2
55,5704,1
55,5720,1
55,5743,1
55,5754,1
55,5756,1
55,5765,3
55,5772,1
55,5777,1
55,5798,9
55,5802,2
56,243,3
56,298,1
56,311,1
56,317,2
56,568,2
56,587,1
56,643,2
56,671,3
56,708,2
56,1161,1
56,1374,1
56,1647,2
56,1709,6
56,1711,1
56,1984,2
56,1994,2
56,2181,1
56,2206,1
56,2418,1
56,2561,1
56,2585,2
56,2866,1
56,3262,1
56,3448,1
56,3589,1
56,3609,1
56,3718,1
56,3720,1
56,3863,2
56,3981,2
56,4007,1
56,4054,1
56,4075,1
56,4824,1
56,4932,3
56,4941,1
56,5376,1
56,5669,1
56,5703,1
56,5717,1
56,5752,1
56,5775,1
57,34,2
57,241,1
57,258,1
57,263,1
57,266,1
57,274,1
57,295,2
57,300,2
57,338,1
57,551,1
57,568,10
57,573,1
57,579,1
57,581,1
57,588,1
57,590,1
57,597,1
57,602,1
57,612,2
57,615,2
57,640,2
57,641,2
57,643,2
57,647,2
57,661,1
57,666,1
57,668,1
57,671,1
57,673,13
57,684,1
57,687,2
57,698,7
57,708,2
57,722,1
57,758,3
57,1009,1
57,1015,1
57,1026,1
57,1034,1
57,1085,1
57,1090,1
57,1094,1
57,1113,1
57,1130,1
57,1157,1
57,1158,2
57,1167,1
57,1176,1
57,1181,1
57,1347,3
57,1386,1
57,1393,1
57,1444,1
57,1448,2
57,1466,1
57,1484,1
57,1653,1
57,1664,1
57,1669,2
57,1676,1
57,1694,2
57,1713,1
57,1720,1
57,1749,1
57,1757,1
57,1772,1
57,2003,1
57,2042,3
57,2045,4
57,2051,1
57,2127,1
57,2138,1
57,2180,1
57,2183,1
57,2229,1
57,2246,1
57,2254,1
57,2262,1
57,2403,1
57,2418,2
57,2429,1
57,2435,1
57,2437,2
57,2457,1
57,2470,1
57,2475,1
57,2486,5
57,2487,1
57,2490,7
57,2505,1
57,2560,10
57,2565,1
57,2580,1
57,2587,1
57,2756,1
57,2833,4
57,2840,1
57,2842,2
57,2865,3
57,2892,1
57,2900,1
57,2923,1
57,2927,1
57,2946,2
57,2965,5
57,2966,1
57,3216,1
57,3241,1
57,3265,1
57,3270,1
57,3274,1
57,3289,1
57,3291,1
57,3297,1
57,3298,1
57,3319,1
57,3320,1
57,3324,1
57,3327,1
57,3330,1
57,3332,1
57,3334,1
57,3336,1
57,3340,2
57,3350,1
57,3353,1
57,3356,2
57,3359,4
57,3361,1
57,3363,1
57,3366,1
57,3370,1
57,3374,2
57,3396,3
57,3419,1
57,3437,1
57,3549,1
57,3552,1
57,3554,1
57,3556,1
57,3558,3
57,3560,1
57,3562,1
57,3570,1
57,3572,5
57,3573,1
57,3575,1
57,3577,1
57,3717,1
57,3755,1
57,3778,2
57,3780,1
57,3782,2
57,3796,2
57,3977,2
57,3980,1
57,3988,1
57,3997,1
57,4009,1
57,4055,1
57,4071,1
57,4104,1
57,4118,1
57,4119,2
57,4126,2
57,4134,1
57,4141,1
57,4393,1
57,4394,1
57,4422,1
57,4446,2
57,4457,1
57,4500,1
57,4511,1
57,4512,2
57,4513,3
57,4518,1
57,4547,1
57,4566,1
57,4573,1
57,4827,1
57,4847,1
57,4915,1
57,4933,1
57,4942,2
57,4968,1
57,5010,1
57,5183,1
57,5188,1
57,5256,1
57,5269,1
57,5283,2
57,5301,1
57,5306,1
57,5320,3
57,5323,1
57,5653,1
57,5720,1
57,5770,1
57,5783,2
58,262,1
58,281,1
58,306,1
58,319,1
58,335,1
58,568,9
58,574,1
58,587,5
58,593,11
58,597,2
58,605,1
58,611,3
58,612,3
58,641,2
58,643,2
58,647,4
58,658,1
58,661,1
58,671,1
58,673,4
58,674,1
58,687,2
58,692,17
58,708,2
58,713,1
58,714,1
58,721,1
58,744,1
58,745,1
58,756,1
58,759,3
58,1168,1
58,1343,2
58,1387,1
58,1389,1
58,1390,1
58,1393,1
58,1395,2
58,1396,1
58,1401,1
58,1402,1
58,1403,1
58,1407,1
58,1408,1
58,1410,1
58,1413,1
58,1415,1
58,1417,1
58,1418,1
58,1420,1
58,1421,1
58,1423,1
58,1425,1
58,1426,1
58,1429,1
58,1431,1
58,1432,1
58,1434,1
58,1436,3
58,1438,1
58,1440,1
58,1442,1
58,1443,1
58,1446,1
58,1447,2
58,1449,1
58,1451,2
58,1453,1
58,1456,1
58,1987,1
58,2051,1
58,2144,1
58,2145,1
58,2149,1
58,2150,1
58,2152,1
58,2224,2
58,2229,2
58,2418,2
58,2436,3
58,2438,1
58,2443,1
58,2487,1
58,2504,1
58,2510,2
58,2561,1
58,2564,2
58,2565,1
58,2587,2
58,2789,3
58,2790,2
58,2846,1
58,2849,1
58,2866,2
58,2888,1
58,2930,2
58,2950,2
58,3305,1
58,3373,4
58,3437,1
58,3457,1
58,3641,1
58,3665,2
58,3754,7
58,3796,1
58,3974,1
58,4009,1
58,4031,1
58,4033,1
58,4055,2
58,4094,1
58,4119,3
58,4132,1
58,4139,1
58,4421,2
58,4422,3
58,4459,1
58,4500,1
58,4507,2
58,4518,1
58,4522,1
58,4548,1
58,4555,1
58,4586,1
58,4823,1
